City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,tazacorte,28.629,-17.9293,24.54,76,40,4.12,ES,2023-10-25
348,chul'man,56.8479,124.9104,-6.09,94,100,5.36,RU,2023-10-25
349,new norfolk,-42.7826,147.0587,6.72,84,86,4.31,AU,2023-10-25
350,zinjibar,13.1287,45.3807,28.4,79,92,8.58,YE,2023-10-25
351,forde,61.4522,5.8572,10.06,42,0,2.57,NO,2023-10-25
352,balkanabat,39.5108,54.3671,21.26,59,83,3.32,TM,2023-10-25
353,mount gambier,-37.8333,140.7667,8.34,71,45,3.93,AU,2023-10-25
354,turpan,42.9333,89.1667,16.68,35,0,0.74,CN,2023-10-25
355,imbituba,-28.24,-48.6703,20.92,69,51,4.77,BR,2023-10-25
356,tangalle,6.024,80.7911,25.56,86,42,2.29,LK,2023-10-25
357,lompoc,34.6391,-120.4579,15.43,66,100,3.58,US,2023-10-25
358,prince rupert,54.3161,-130.3201,5.83,69,0,3.6,CA,2023-10-25
359,mesquite,32.7668,-96.5992,24.23,85,100,5.14,US,2023-10-25
360,dampit,-8.2116,112.7493,20.97,91,18,1.24,ID,2023-10-25
361,bubaque,11.2833,-15.8333,28.26,75,100,3.53,GW,2023-10-25
362,tanjung pandan,-2.75,107.65,25.97,82,10,2.24,ID,2023-10-25
363,afif,23.9065,42.9172,25.19,30,60,4.24,SA,2023-10-25
364,dubbo,-32.25,148.6167,10.07,37,0,5.14,AU,2023-10-25
365,revda,56.801,59.9303,-6.46,92,56,3.35,RU,2023-10-25
366,jijiga,9.35,42.8,21.8,63,98,4.77,ET,2023-10-25
367,todtnau,47.8294,7.9438,14.19,85,100,6.29,DE,2023-10-25
368,madison heights,42.4859,-83.1052,20.0,61,75,4.63,US,2023-10-25
369,pangody,65.85,74.4859,-6.24,90,68,3.18,RU,2023-10-25
370,jiayuguan,39.8167,98.3,8.93,29,0,1.87,CN,2023-10-25
371,nguigmi,14.2495,13.1092,32.94,20,7,2.3,NE,2023-10-25
372,kingston,17.997,-76.7936,28.45,89,75,5.14,JM,2023-10-25
373,besisahar,28.2313,84.3761,18.24,51,0,3.66,NP,2023-10-25
374,berdigestyakh,62.0989,126.6992,-5.05,95,100,2.94,RU,2023-10-25
375,linden,6.0,-58.3,32.14,62,59,2.07,GY,2023-10-25
376,oranjemund,-28.55,16.4333,18.57,70,1,6.9,NA,2023-10-25
377,puerto francisco de orellana,-0.4667,-76.9667,33.03,62,40,2.06,EC,2023-10-25
378,nadym,65.5333,72.5167,-3.99,94,97,3.94,RU,2023-10-25
379,bosaso,11.2842,49.1816,29.31,71,95,3.08,SO,2023-10-25
380,nova xavantina,-14.6667,-52.35,41.4,21,60,1.77,BR,2023-10-25
381,crane,31.3974,-102.3501,19.82,78,50,2.56,US,2023-10-25
382,al bawiti,28.3492,28.8659,27.6,28,0,3.78,EG,2023-10-25
383,rongelap,11.1635,166.8941,28.25,78,99,6.13,MH,2023-10-25
384,ensenada,31.8667,-116.6167,18.86,74,75,1.04,MX,2023-10-25
385,pesqueira,-8.3578,-36.6964,35.42,17,42,3.43,BR,2023-10-25
386,palangkaraya,-2.2,113.8333,24.04,91,40,1.2,ID,2023-10-25
387,ojocaliente,21.8775,-102.6754,24.95,44,35,0.88,MX,2023-10-25
388,curuzu cuatia,-29.7917,-58.0546,21.02,56,69,4.52,AR,2023-10-25
389,luderitz,-26.6481,15.1594,20.8,62,1,4.39,NA,2023-10-25
390,mount isa,-20.7333,139.5,21.87,24,0,8.23,AU,2023-10-25
391,gaiman,-43.2897,-65.4929,23.09,16,35,8.44,AR,2023-10-25
392,coquimbo,-29.9533,-71.3436,14.85,82,75,3.6,CL,2023-10-25
393,qaisumah,28.3112,46.1273,23.98,64,75,6.69,SA,2023-10-25
394,codrington,-38.2667,141.9667,11.11,57,85,8.02,AU,2023-10-25
395,san andres,12.5847,-81.7006,31.01,74,20,3.6,CO,2023-10-25
396,hammerfest,70.6634,23.6821,-1.75,80,20,2.57,NO,2023-10-25
397,camargo,27.6667,-105.1667,19.32,43,0,2.63,MX,2023-10-25
398,straja,47.9167,25.55,16.77,74,87,5.33,RO,2023-10-25
399,tsaratanana,-16.7833,47.65,31.4,40,43,1.66,MG,2023-10-25
400,zehdenick,52.9785,13.3317,11.67,82,84,2.01,DE,2023-10-25
401,conception bay south,47.4999,-52.9981,12.8,74,79,7.09,CA,2023-10-25
402,salinopolis,-0.6136,-47.3561,29.65,62,62,5.98,BR,2023-10-25
403,ndibene dahra,15.3338,-15.4766,40.99,19,100,4.48,SN,2023-10-25
404,magadan,59.5667,150.8,-4.47,78,5,3.16,RU,2023-10-25
405,soria,41.6667,-2.6667,12.28,100,100,7.96,ES,2023-10-25
406,bathsheba,13.2167,-59.5167,28.34,89,20,3.6,BB,2023-10-25
407,winnemucca,40.973,-117.7357,17.03,20,100,7.72,US,2023-10-25
408,san pedro pochutla,15.7333,-96.4667,28.84,62,98,1.84,MX,2023-10-25
409,tomakomai,42.6369,141.6033,10.08,93,75,1.03,JP,2023-10-25
410,kidal,18.4411,1.4078,35.41,7,89,6.58,ML,2023-10-25
411,puerto deseado,-47.7503,-65.8938,18.36,30,40,8.2,AR,2023-10-25
412,fagaras,45.85,24.9667,18.47,65,49,5.7,RO,2023-10-25
413,newman,37.3138,-121.0208,16.14,78,18,1.98,US,2023-10-25
414,kirensk,57.7853,108.1119,0.54,47,100,3.58,RU,2023-10-25
415,carahue,-38.7,-73.1667,17.8,35,0,3.35,CL,2023-10-25
416,guatrache,-37.6678,-63.5302,22.77,28,0,2.93,AR,2023-10-25
417,opuwo,-18.0607,13.84,34.61,13,51,8.33,NA,2023-10-25
418,vallenar,-28.5708,-70.7581,24.77,24,0,4.3,CL,2023-10-25
419,uturoa,-16.7333,-151.4333,26.77,76,100,3.92,PF,2023-10-25
420,alindao,5.0267,21.2088,26.12,84,54,0.72,CF,2023-10-25
421,timbuktu,16.7735,-3.0074,37.81,7,100,5.09,ML,2023-10-25
422,vorgashor,67.5833,63.95,-19.17,100,30,1.09,RU,2023-10-25
423,khorugh,37.4897,71.553,10.83,29,17,1.08,TJ,2023-10-25
424,queenstown,-31.8976,26.8753,22.46,27,15,1.53,ZA,2023-10-25
425,tsiombe,-25.3,45.4833,23.32,76,44,4.9,MG,2023-10-25
426,bella vista,36.4295,-94.2316,24.18,71,75,10.8,US,2023-10-25
427,takab,36.4009,47.1133,11.44,57,42,2.4,IR,2023-10-25
428,baiao,-2.7906,-49.6717,38.52,30,62,1.83,BR,2023-10-25
429,klyuchi,52.2667,79.1667,10.71,49,100,8.05,RU,2023-10-25
430,winterville,35.529,-77.4011,24.99,61,0,0.89,US,2023-10-25
431,kodinsk,58.6881,99.1844,0.24,98,100,3.38,RU,2023-10-25
432,sirte,31.2089,16.5887,28.03,49,100,3.49,LY,2023-10-25
433,katsuura,35.1333,140.3,17.32,79,9,4.54,JP,2023-10-25
434,xishan,27.6667,113.5,20.71,85,100,2.52,CN,2023-10-25
435,westport,41.1415,-73.3579,21.97,59,0,4.63,US,2023-10-25
436,nar'yan-mar,67.6713,53.087,-0.5,96,100,6.71,RU,2023-10-25
437,alaghsas,17.0187,8.0168,35.94,7,8,5.14,NE,2023-10-25
438,amursk,50.2261,136.8994,5.55,78,72,0.63,RU,2023-10-25
439,bikenibeu village,1.3673,173.1241,28.98,79,40,3.09,KI,2023-10-25
440,trogir,43.5125,16.2517,21.03,73,0,1.03,HR,2023-10-25
441,maintirano,-18.0667,44.0167,26.48,83,0,5.8,MG,2023-10-25
442,karkira,36.9292,6.5856,20.44,71,23,7.07,DZ,2023-10-25
443,kijang,35.2442,129.2139,10.85,67,0,1.76,KR,2023-10-25
444,kyzyl-suu,42.3414,78.0056,8.7,45,11,3.75,KG,2023-10-25
445,dawesville,30.9224,-84.0091,26.49,62,0,4.02,US,2023-10-25
446,horta,38.5333,-28.6333,20.8,96,75,10.8,PT,2023-10-25
447,cuatro cienegas de carranza,26.9833,-102.0833,26.19,59,9,1.12,MX,2023-10-25
448,springbok,-29.6643,17.8865,25.21,20,0,2.11,ZA,2023-10-25
449,morondava,-20.2833,44.2833,26.43,82,0,4.95,MG,2023-10-25
450,san antonio de pale,-1.4014,5.6325,26.03,82,87,4.77,GQ,2023-10-25
451,aioun,16.6614,-9.6149,38.19,10,65,5.8,MR,2023-10-25
452,chauk,20.8833,94.8167,25.79,83,83,1.85,MM,2023-10-25
453,port saint john's,-31.6229,29.5448,18.48,79,18,3.0,ZA,2023-10-25
454,kundian,32.4587,71.4775,26.28,31,3,0.74,PK,2023-10-25
455,malango,-2.9627,119.9001,17.73,95,33,1.11,ID,2023-10-25
456,villa gesell,-37.2639,-56.973,13.87,55,11,5.76,AR,2023-10-25
457,smithers,54.7804,-127.1743,-10.82,85,0,1.54,CA,2023-10-25
458,nishifukuma,33.7667,130.4667,14.0,59,0,0.43,JP,2023-10-25
459,pleiku,13.9833,108.0,19.83,98,37,0.56,VN,2023-10-25
460,waddan,29.1614,16.139,30.49,18,99,2.22,LY,2023-10-25
461,tharad,24.3961,71.6267,28.02,44,1,2.82,IN,2023-10-25
462,constantia,44.1833,28.65,22.61,53,69,4.24,RO,2023-10-25
463,sao joao da barra,-21.6403,-41.0511,25.05,76,75,6.6,BR,2023-10-25
464,oravita,45.0325,21.6894,16.15,61,81,2.05,RO,2023-10-25
465,puerto baquerizo moreno,-0.9,-89.6,23.61,84,91,5.91,EC,2023-10-25
466,boa vista,2.8197,-60.6733,33.99,46,40,2.06,BR,2023-10-25
467,kili,5.6439,169.1211,28.81,77,40,6.31,MH,2023-10-25
468,oposhnya,49.9565,34.6123,7.07,94,100,8.02,UA,2023-10-25
469,axim,4.8699,-2.2405,26.7,79,81,3.76,GH,2023-10-25
470,qarqaraly,49.4058,75.4742,7.25,69,100,7.97,KZ,2023-10-25
471,delice,39.9537,34.0259,20.07,32,100,2.51,TR,2023-10-25
472,tulun,54.5611,100.5792,2.44,56,100,1.23,RU,2023-10-25
473,tual,-5.6667,132.75,26.89,78,63,5.72,ID,2023-10-25
474,acapulco de juarez,16.8634,-99.8901,26.06,86,100,1.93,MX,2023-10-25
475,ati,13.2154,18.3353,34.36,13,9,3.13,TD,2023-10-25
476,mezhdurechenskiy,59.6,65.9333,-3.78,68,9,2.83,RU,2023-10-25
477,nieuw nickerie,5.95,-56.9833,29.85,67,45,5.61,SR,2023-10-25
478,flying fish cove,-10.4217,105.6791,25.82,88,75,5.66,CX,2023-10-25
479,saudarkrokur,65.7461,-19.6394,3.31,78,84,0.3,IS,2023-10-25
480,solnechnyy,50.7214,136.6319,3.91,78,69,1.9,RU,2023-10-25
481,kuybyshev,55.4475,78.3218,7.57,60,100,8.55,RU,2023-10-25
482,alesund,62.4723,6.1549,10.42,77,0,4.12,NO,2023-10-25
483,fort-de-france,14.6089,-61.0733,31.97,70,40,4.12,MQ,2023-10-25
484,kalinagar,28.6167,80.1,20.41,61,0,1.26,IN,2023-10-25
485,holualoa,19.6228,-155.9522,22.15,64,40,4.02,US,2023-10-25
486,carnarvon,-24.8667,113.6333,20.36,80,0,7.18,AU,2023-10-25
487,emboscada,-25.15,-57.35,26.89,69,75,4.12,PY,2023-10-25
488,thinadhoo,0.5333,72.9333,27.47,81,59,6.96,MV,2023-10-25
489,quadrivio,45.0297,9.2223,15.39,90,59,0.53,IT,2023-10-25
490,zhezqazghan,47.7833,67.7667,13.53,62,100,8.59,KZ,2023-10-25
491,menongue,-14.6585,17.691,19.95,77,98,2.47,AO,2023-10-25
492,pasuquin,18.3328,120.6177,26.23,85,71,2.43,PH,2023-10-25
493,san vicente,-26.6167,-54.1333,28.37,41,11,2.25,AR,2023-10-25
494,chipinge,-20.1883,32.6236,20.76,75,3,3.26,ZW,2023-10-25
495,ostersund,63.1792,14.6357,0.9,93,75,5.14,SE,2023-10-25
496,nosivka,50.9315,31.5828,7.75,93,100,8.23,UA,2023-10-25
497,macenta,8.5435,-9.471,28.89,62,52,1.17,GN,2023-10-25
498,vetovo,43.7,26.2667,20.89,45,60,2.22,BG,2023-10-25
499,okakarara,-20.5833,17.4333,29.63,9,1,1.62,NA,2023-10-25
500,tabou,4.423,-7.3528,25.87,81,94,0.91,CI,2023-10-25
501,robore,-18.3333,-59.75,33.05,58,75,0.0,BO,2023-10-25
502,gamay,12.3854,125.2979,26.03,91,64,1.94,PH,2023-10-25
503,touros,-5.1989,-35.4608,28.94,56,42,5.92,BR,2023-10-25
504,norilsk,69.3535,88.2027,-8.6,94,100,1.41,RU,2023-10-25
505,nadi,-17.8,177.4167,23.0,73,75,2.57,FJ,2023-10-25
506,as sulayyil,20.4607,45.5779,29.14,59,13,7.92,SA,2023-10-25
507,gejiu,23.306,103.1635,12.16,96,63,1.42,CN,2023-10-25
508,cortland,42.6001,-76.083,21.53,45,40,1.54,US,2023-10-25
509,terra santa,-2.1042,-56.4869,38.79,27,73,2.48,BR,2023-10-25
510,romblon,12.5751,122.2708,27.69,81,31,3.73,PH,2023-10-25
511,qarauyl,48.9451,79.255,9.89,54,100,9.42,KZ,2023-10-25
512,cockburn town,21.4612,-71.1419,27.66,68,53,9.49,TC,2023-10-25
513,dhing,26.4667,92.4667,21.88,79,26,1.12,IN,2023-10-25
514,rio tuba,8.5061,117.4317,27.08,81,25,1.55,PH,2023-10-25
515,fale old settlement,-9.3852,-171.2468,28.24,77,58,6.65,TK,2023-10-25
516,mersa matruh,31.3525,27.2453,25.11,78,0,2.57,EG,2023-10-25
517,oriximina,-1.7656,-55.8661,37.44,34,82,3.09,BR,2023-10-25
518,krasnoarmeysk,51.0239,45.6969,0.59,57,13,2.33,RU,2023-10-25
519,kertih,4.5141,103.4483,25.05,94,50,0.0,MY,2023-10-25
520,sao joaquim,-28.2939,-49.9317,20.48,40,3,2.45,BR,2023-10-25
521,ulsteinvik,62.3432,5.8487,10.42,71,65,3.13,NO,2023-10-25
522,piacabucu,-10.4056,-36.4344,29.56,59,74,7.55,BR,2023-10-25
523,grand-bassam,5.2118,-3.7388,28.98,82,85,3.78,CI,2023-10-25
524,hatton,6.8916,80.5955,16.71,95,65,0.8,LK,2023-10-25
525,myeik,12.4333,98.6,25.69,88,100,0.98,MM,2023-10-25
526,al burayqah,30.4062,19.5739,26.33,44,100,2.74,LY,2023-10-25
527,turiacu,-1.6633,-45.3717,33.51,42,69,4.42,BR,2023-10-25
528,la ronge,55.1001,-105.2842,-4.86,74,100,4.12,CA,2023-10-25
529,inirida,3.8653,-67.9239,35.02,47,85,0.83,CO,2023-10-25
530,cidade velha,14.9167,-23.6167,30.26,58,20,8.23,CV,2023-10-25
531,yerofey pavlovich,53.9667,121.9667,-2.58,57,98,4.82,RU,2023-10-25
532,pahrump,36.2083,-115.9839,21.64,32,3,4.92,US,2023-10-25
533,karatau,43.1667,70.4667,15.74,48,100,3.09,KZ,2023-10-25
534,tofol,5.3248,163.0078,28.15,78,74,5.11,FM,2023-10-25
535,nantucket,41.2835,-70.0995,19.08,80,0,7.72,US,2023-10-25
536,mmabatho,-25.85,25.6333,31.98,6,0,2.06,ZA,2023-10-25
537,tagas,13.1667,123.7167,25.56,92,68,1.71,PH,2023-10-25
538,nouadhibou,20.931,-17.0347,24.75,74,0,8.66,MR,2023-10-25
539,huanggang,23.677,116.9996,22.94,87,76,1.54,CN,2023-10-25
540,bhandara,21.1667,79.65,19.8,52,3,2.07,IN,2023-10-25
541,masterton,-40.9597,175.6575,14.67,80,80,5.08,NZ,2023-10-25
542,bluefields,12.0137,-83.7635,28.04,89,40,2.06,NI,2023-10-25
543,taulaga,-11.0553,-171.0883,28.1,75,48,9.22,AS,2023-10-25
544,lata,40.1629,-8.3327,19.49,96,100,3.07,PT,2023-10-25
545,crixas,-14.5489,-49.9692,39.14,24,28,2.16,BR,2023-10-25
546,bandarbeyla,9.4942,50.8122,27.41,80,65,4.59,SO,2023-10-25
547,chernyshevskiy,63.0128,112.4714,-6.68,95,86,2.65,RU,2023-10-25
548,zyryanskoye,56.8306,86.6258,4.45,72,100,5.14,RU,2023-10-25
549,haiku-pauwela,20.9219,-156.3051,22.8,83,0,1.54,US,2023-10-25
550,arar,30.9753,41.0381,26.01,41,40,6.69,SA,2023-10-25
551,'ain benian,36.8028,2.9219,23.03,79,8,9.26,DZ,2023-10-25
552,senanga,-16.1167,23.2667,29.35,27,69,2.87,ZM,2023-10-25
553,simanggang,1.2472,111.4528,25.99,94,43,0.0,MY,2023-10-25
554,port macquarie,-31.4333,152.9167,18.83,83,100,6.26,AU,2023-10-25
555,sur,22.5667,59.5289,27.42,65,14,5.35,OM,2023-10-25
556,gaspe,48.8334,-64.4819,7.95,100,100,1.54,CA,2023-10-25
557,kone,-21.0595,164.8658,22.26,92,91,1.88,NC,2023-10-25
558,brandon,27.9378,-82.2859,29.46,67,75,6.69,US,2023-10-25
559,tralee,52.2704,-9.7026,12.14,82,100,6.69,IE,2023-10-25
560,mbandaka,0.0487,18.2603,24.81,86,65,1.25,CD,2023-10-25
561,canitas de felipe pescador,23.6,-102.7167,21.44,41,10,2.66,MX,2023-10-25
562,brookings,44.3114,-96.7984,9.54,97,100,3.09,US,2023-10-25
563,kharkhorin,47.1975,102.8238,4.47,26,9,3.28,MN,2023-10-25
564,misratah,32.3754,15.0925,27.87,51,100,5.29,LY,2023-10-25
565,dashitou,43.3067,128.5114,9.83,90,99,2.63,CN,2023-10-25
566,new richmond,45.123,-92.5366,11.45,99,100,2.06,US,2023-10-25
567,hanawa,40.1836,140.7872,9.71,93,0,0.59,JP,2023-10-25
568,dalandzadgad,43.5708,104.425,6.03,21,0,1.22,MN,2023-10-25
569,naantali,60.4674,22.0243,1.23,69,75,4.63,FI,2023-10-25
570,asahikawa,43.7678,142.3703,8.92,89,0,0.98,JP,2023-10-25
571,vancleave,30.5405,-88.6875,27.01,69,100,5.66,US,2023-10-25
572,isiro,2.7739,27.616,21.26,95,88,0.97,CD,2023-10-25
573,khairpur,27.5295,68.7617,26.0,16,0,2.85,PK,2023-10-25
574,bentong town,3.5167,101.9,24.85,96,98,0.73,MY,2023-10-25
575,melekeok village,7.4957,134.6367,27.31,89,75,2.57,PW,2023-10-25
576,sosnovo-ozerskoye,52.5249,111.5418,-6.74,58,17,2.38,RU,2023-10-25
577,murzuq,25.9155,13.9184,27.54,19,85,1.27,LY,2023-10-25
578,quelimane,-17.8786,36.8883,26.21,80,0,4.05,MZ,2023-10-25
579,palu,-0.8917,119.8707,24.14,95,43,1.45,ID,2023-10-25
580,banda aceh,5.5577,95.3222,26.17,83,99,1.91,ID,2023-10-25
581,sikar,27.6167,75.15,23.66,36,0,2.71,IN,2023-10-25
582,kourou,5.1552,-52.6478,33.03,55,92,5.03,GF,2023-10-25
583,tozkhurmato,34.8905,44.6299,24.95,38,0,1.55,IQ,2023-10-25
584,dargecit,37.5454,41.7197,17.16,46,8,0.74,TR,2023-10-25
